Player,Nation,Pos,Age,Squad,Comp,Born,Player Value,cost,league_new_club,new_club,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
Patrick Pentz,AUT,GK,26,Reims,Ligue 1,1997,€1.50m,loan transfer,Superliga,Bröndby IF,7,7,630,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,30.1,66.8,532.1,354.3,4.86,5.14,94.4,8.71,8.71,100.0,6.29,16.0,39.3,0.0,0.0,0.43,0.0,0.0,0.0,30.1,19.7,10.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.29,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,31.6,27.3,31.6,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,20.6,120.7,71.9,0.0,0.14,0.14,0.0,0.0,13.0,0.0,0.14,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
Roberto Pereyra,ARG,DFMF,32,Udinese,Serie A,1991,€6.00m,-,,Without Club,18,18,1549,17.2,2,1.45,0.52,36.0,0.08,0.22,16.2,0.06,0.0,0.0,35.4,44.4,79.7,539.7,184.1,19.4,21.1,91.7,12.2,15.5,78.3,2.33,3.72,62.5,0.29,1.45,3.08,1.74,0.29,5.58,44.4,40.3,3.95,1.22,0.06,0.35,2.62,2.44,0.23,0.12,0.06,0.0,35.4,0.12,1.45,3.72,3.31,0.0,0.12,0.23,0.06,0.0,0.47,0.47,0.0,0.0,0.0,0.0,0.0,1.28,0.99,0.7,0.47,0.12,0.64,1.34,47.8,0.7,0.76,0.12,0.64,0.7,1.98,0.76,0.0,54.7,1.69,10.9,22.2,22.7,4.36,54.7,3.08,0.99,32.1,1.63,52.8,33.4,201.8,96.5,2.5,1.63,0.64,1.1,0.99,36.9,7.5,0.23,0.0,0.0,0.87,1.45,0.12,2.62,0.99,0.0,0.0,0.0,5.87,0.12,0.23,33.3
Carles Pérez,ESP,MFFW,24,Celta Vigo,La Liga,1998,€5.00m,€5.20m,LaLiga,Celta de Vigo,19,9,858,9.5,0,2.21,0.53,23.8,0.0,0.0,21.7,0.0,0.0,0.0,23.1,27.8,83.0,337.9,54.9,12.7,14.6,87.1,8.0,9.16,87.4,1.16,1.89,61.1,0.32,1.16,1.26,0.53,0.11,2.11,27.8,27.1,0.53,0.11,0.0,0.32,1.26,0.11,0.21,0.21,0.0,0.0,23.1,0.21,0.32,2.74,1.89,0.0,0.21,0.53,0.11,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,1.37,0.84,0.42,0.63,0.32,0.63,1.47,42.9,0.84,1.37,0.21,1.16,0.21,1.58,0.53,0.0,40.3,0.63,3.68,15.1,22.0,3.26,40.3,2.53,0.74,29.2,1.37,54.2,27.2,215.3,111.3,3.58,2.84,1.79,2.63,1.37,30.2,6.84,0.21,0.0,0.0,1.47,1.68,0.53,1.26,0.84,0.0,0.0,0.0,3.58,0.32,2.11,13.0
Kike Pérez,ESP,MF,25,Valladolid,La Liga,1997,€4.50m,loan transfer,LaLiga,Rayo Vallecano,19,15,1343,14.9,0,1.68,0.47,28.0,0.0,0.0,23.4,0.07,0.0,0.0,38.2,50.2,76.1,690.3,184.2,18.1,21.3,84.6,14.0,16.9,82.5,5.17,8.39,61.6,0.07,0.94,4.16,0.54,0.13,5.23,50.2,45.4,4.23,2.28,0.2,1.34,2.62,0.94,0.94,0.54,0.34,0.0,38.2,0.54,1.41,2.62,2.08,0.2,0.0,0.27,0.07,0.0,0.13,0.07,0.0,0.0,0.0,0.07,0.0,2.21,1.01,0.87,1.14,0.2,0.54,2.28,23.5,1.74,0.94,0.2,0.74,0.81,3.02,0.94,0.0,62.1,2.15,13.8,33.2,16.6,2.01,62.1,2.42,1.01,41.7,1.07,44.4,36.6,224.3,118.5,2.35,1.54,0.4,1.74,1.14,40.9,2.95,0.27,0.0,0.0,1.81,2.48,0.2,2.62,1.01,0.0,0.0,0.0,6.91,1.34,1.14,54.1
Luis Pérez,ESP,DF,28,Valladolid,La Liga,1995,€300k,free transfer,Liga Expansión MX Cl.,Atlético La Paz,9,7,613,6.8,0,0.15,0.0,0.0,0.0,0.0,33.9,0.0,0.0,0.0,33.5,42.8,78.4,478.8,159.1,20.1,21.9,91.9,10.4,13.4,78.0,1.47,3.24,45.5,0.15,0.88,2.21,0.88,0.88,2.65,42.8,34.3,8.09,0.88,0.15,0.0,2.79,7.21,0.0,0.0,0.0,0.0,33.5,0.44,1.62,1.76,1.47,0.0,0.0,0.0,0.29,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,3.68,1.91,1.76,1.18,0.74,1.91,2.5,76.5,0.59,1.32,0.44,0.88,0.88,4.56,1.76,0.0,53.5,2.5,16.6,24.6,12.9,0.15,53.5,1.76,0.44,25.0,1.18,66.7,26.9,141.5,78.7,2.06,1.32,0.0,1.03,0.44,29.6,5.0,0.15,0.0,0.0,0.88,1.03,0.29,2.79,1.91,0.0,0.0,0.0,3.24,0.44,1.32,25.0
Luis Pérez,ESP,DF,28,Valladolid,La Liga,1995,€50k,?,Guatemala,CSD Sacachispas,9,7,613,6.8,0,0.15,0.0,0.0,0.0,0.0,33.9,0.0,0.0,0.0,33.5,42.8,78.4,478.8,159.1,20.1,21.9,91.9,10.4,13.4,78.0,1.47,3.24,45.5,0.15,0.88,2.21,0.88,0.88,2.65,42.8,34.3,8.09,0.88,0.15,0.0,2.79,7.21,0.0,0.0,0.0,0.0,33.5,0.44,1.62,1.76,1.47,0.0,0.0,0.0,0.29,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,3.68,1.91,1.76,1.18,0.74,1.91,2.5,76.5,0.59,1.32,0.44,0.88,0.88,4.56,1.76,0.0,53.5,2.5,16.6,24.6,12.9,0.15,53.5,1.76,0.44,25.0,1.18,66.7,26.9,141.5,78.7,2.06,1.32,0.0,1.03,0.44,29.6,5.0,0.15,0.0,0.0,0.88,1.03,0.29,2.79,1.91,0.0,0.0,0.0,3.24,0.44,1.32,25.0
Romain Perraud,FRA,DF,25,Southampton,Premier League,1997,€12.00m,loan transfer,Ligue 1,OGC Nice,20,14,1179,13.1,2,1.76,0.31,17.4,0.09,0.5,21.5,0.0,0.0,0.0,28.9,41.8,69.3,408.0,160.0,17.3,20.7,83.4,9.47,13.1,72.1,1.3,4.12,31.5,0.15,0.92,2.21,0.61,0.31,2.9,41.8,34.0,7.4,0.38,0.08,0.0,3.97,6.95,0.08,0.0,0.0,0.0,28.9,0.31,1.76,2.44,1.45,0.08,0.31,0.46,0.08,0.08,0.38,0.23,0.0,0.08,0.0,0.08,0.0,2.21,1.37,0.76,1.07,0.38,1.07,1.91,56.0,0.84,0.99,0.23,0.76,1.22,3.44,1.68,0.0,55.3,1.91,15.3,19.4,21.1,2.37,55.3,2.06,0.46,22.2,1.45,70.4,28.9,151.2,58.6,1.53,1.91,0.38,1.37,0.69,30.3,5.95,0.15,0.0,0.0,1.22,0.76,0.23,3.97,1.37,0.0,0.0,0.08,3.82,0.61,1.45,29.6
Matteo Pessina,ITA,MF,25,Monza,Serie A,1997,€15.00m,€12.00m,Serie A,AC Monza,19,18,1534,17.0,3,0.94,0.24,25.0,0.06,0.25,20.2,0.0,0.12,0.12,50.2,59.2,84.9,830.1,236.0,24.5,27.2,90.3,20.6,22.6,91.1,3.71,5.29,70.0,0.12,0.82,5.06,1.41,0.12,6.71,59.2,56.1,2.76,1.53,0.06,0.24,1.65,0.29,0.88,0.0,0.71,0.0,50.2,0.29,1.59,2.41,2.12,0.06,0.0,0.0,0.24,0.0,0.35,0.29,0.0,0.0,0.0,0.06,0.0,1.24,0.76,0.41,0.53,0.29,0.53,1.29,40.9,0.76,1.76,0.18,1.59,1.18,2.41,0.82,0.06,69.6,2.06,13.9,38.2,18.4,2.0,69.5,1.71,1.06,62.1,0.47,27.6,42.4,246.2,117.6,2.88,1.59,0.29,2.18,1.47,50.4,3.41,0.12,0.0,0.0,1.12,1.65,0.06,1.65,0.76,0.0,0.0,0.0,6.35,1.0,1.06,48.6
Andrea Petagna,ITA,FW,27,Monza,Serie A,1995,€10.00m,loan transfer,Serie A,Cagliari Calcio,16,10,860,9.6,2,1.77,0.63,35.3,0.06,0.17,13.3,0.0,0.1,0.1,17.9,25.1,71.4,270.1,41.8,11.4,14.1,80.7,4.48,7.29,61.4,1.15,1.56,73.3,0.31,1.67,1.46,0.42,0.0,1.88,25.1,22.3,2.6,0.0,0.1,0.63,0.31,0.0,0.0,0.0,0.0,0.0,17.9,0.21,0.63,2.29,1.88,0.0,0.0,0.31,0.1,0.0,0.42,0.21,0.0,0.0,0.1,0.1,0.0,0.52,0.42,0.21,0.21,0.1,0.21,0.21,100.0,0.0,0.83,0.31,0.52,0.21,0.73,1.04,0.0,37.0,1.25,3.02,18.1,16.0,5.73,36.9,2.08,0.94,45.0,0.94,45.0,21.3,126.0,34.6,1.15,0.63,0.63,3.96,2.08,28.1,6.88,0.1,0.0,0.0,1.25,1.56,0.42,0.31,0.42,0.1,0.0,0.0,2.71,1.67,1.46,53.3
Andrea Petagna,ITA,FW,27,Monza,Serie A,1995,€10.00m,€10.00m,Serie A,AC Monza,16,10,860,9.6,2,1.77,0.63,35.3,0.06,0.17,13.3,0.0,0.1,0.1,17.9,25.1,71.4,270.1,41.8,11.4,14.1,80.7,4.48,7.29,61.4,1.15,1.56,73.3,0.31,1.67,1.46,0.42,0.0,1.88,25.1,22.3,2.6,0.0,0.1,0.63,0.31,0.0,0.0,0.0,0.0,0.0,17.9,0.21,0.63,2.29,1.88,0.0,0.0,0.31,0.1,0.0,0.42,0.21,0.0,0.0,0.1,0.1,0.0,0.52,0.42,0.21,0.21,0.1,0.21,0.21,100.0,0.0,0.83,0.31,0.52,0.21,0.73,1.04,0.0,37.0,1.25,3.02,18.1,16.0,5.73,36.9,2.08,0.94,45.0,0.94,45.0,21.3,126.0,34.6,1.15,0.63,0.63,3.96,2.08,28.1,6.88,0.1,0.0,0.0,1.25,1.56,0.42,0.31,0.42,0.1,0.0,0.0,2.71,1.67,1.46,53.3
Giuseppe Pezzella,ITA,DF,25,Lecce,Serie A,1997,€2.50m,free transfer,Serie A,FC Empoli,10,7,647,7.2,0,0.28,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,41.1,52.2,78.7,667.1,261.0,20.6,23.1,89.2,17.1,21.4,79.9,2.78,5.42,51.3,0.14,0.42,4.17,1.11,0.28,6.81,52.2,39.6,12.5,1.25,0.0,0.42,2.78,11.1,0.14,0.0,0.14,0.0,41.1,0.14,1.39,1.53,1.53,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,2.36,0.97,1.81,0.28,0.28,1.11,1.94,57.1,0.83,1.11,0.28,0.83,0.83,3.19,2.92,0.14,64.4,3.75,22.9,24.4,17.5,0.69,64.4,1.81,0.42,23.1,0.97,53.8,30.7,188.6,95.8,2.08,1.53,0.14,1.53,1.11,31.3,3.89,0.14,0.0,0.0,1.81,0.83,0.14,2.78,0.97,0.0,0.0,0.0,5.42,0.69,0.56,55.6
Luca Pfeiffer,GER,FW,26,Stuttgart,Bundesliga,1996,€1.70m,loan transfer,Bundesliga,SV Darmstadt 98,14,6,647,7.2,0,1.67,0.14,8.3,0.0,0.0,13.8,0.0,0.0,0.0,16.3,25.7,63.2,249.6,64.0,8.89,12.5,71.1,5.14,8.33,61.7,1.39,2.08,66.7,0.0,1.67,0.83,0.69,0.14,2.5,25.7,23.8,1.81,0.0,0.14,0.56,0.14,0.0,0.0,0.0,0.0,0.0,16.3,0.14,0.42,2.78,2.36,0.0,0.0,0.28,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.14,0.42,0.0,0.42,0.14,0.28,0.56,0.0,32.8,0.56,1.94,20.1,11.0,3.75,32.8,0.69,0.28,40.0,0.42,60.0,17.4,70.4,31.3,1.11,0.97,0.14,1.81,0.69,25.0,5.0,0.14,0.14,0.0,1.81,0.97,0.14,0.14,0.14,0.0,0.0,0.0,1.81,3.89,3.75,50.9
Ronaël Pierre-Gabriel,FRA,DF,24,Strasbourg,Ligue 1,1998,€3.50m,free transfer,Ligue 1,FC Nantes,14,7,653,7.3,0,0.41,0.27,66.7,0.0,0.0,14.6,0.0,0.0,0.0,39.3,49.9,78.8,638.5,233.6,19.3,22.5,86.0,16.7,20.0,83.6,1.92,4.11,46.7,0.14,0.55,3.56,0.41,0.41,3.01,49.9,40.4,9.45,1.37,0.0,0.14,2.6,8.08,0.0,0.0,0.0,0.0,39.3,0.0,1.23,2.05,1.1,0.41,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,3.42,2.47,1.51,1.64,0.27,2.05,2.33,88.2,0.27,2.19,0.41,1.78,1.23,4.66,3.01,0.0,63.6,4.66,18.1,30.1,15.6,1.23,63.6,2.19,1.51,68.8,0.68,31.3,39.6,228.1,106.0,2.19,2.33,0.14,1.37,0.82,34.5,4.79,0.41,0.0,0.0,1.64,1.1,0.27,2.6,2.47,0.0,0.0,0.0,5.62,1.1,0.96,53.3
Andrea Pinamonti,ITA,FW,23,Sassuolo,Serie A,1999,€15.00m,€20.00m,Serie A,US Sassuolo,17,16,1305,14.5,3,2.69,0.76,28.2,0.05,0.18,16.0,0.0,0.07,0.07,12.9,20.3,63.4,155.4,23.9,9.03,12.0,75.3,2.55,4.9,52.1,0.34,0.9,38.5,0.0,0.76,0.62,0.76,0.14,1.31,20.3,18.0,2.34,0.0,0.07,0.07,0.48,0.0,0.0,0.0,0.0,0.0,12.9,0.0,1.03,2.48,1.66,0.0,0.07,0.41,0.34,0.0,0.14,0.0,0.0,0.0,0.07,0.07,0.0,0.41,0.28,0.0,0.21,0.21,0.14,0.28,50.0,0.14,0.9,0.07,0.83,0.14,0.55,0.34,0.0,30.4,0.34,0.83,14.5,15.4,5.03,30.3,1.38,0.55,40.0,0.69,50.0,14.7,57.8,17.9,0.69,0.34,0.41,2.28,2.34,22.8,7.03,0.14,0.0,0.0,0.76,1.17,0.28,0.48,0.28,0.07,0.0,0.0,1.38,1.45,3.66,28.4
Lorenzo Pirola,ITA,DF,20,Salernitana,Serie A,2002,€8.00m,€5.00m,Serie A,US Salernitana 1919,9,6,590,6.6,0,0.3,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,31.2,40.0,78.0,587.3,178.6,11.8,13.5,87.6,15.9,18.8,84.7,3.18,5.76,55.3,0.0,0.0,2.12,0.15,0.0,1.82,40.0,37.3,2.42,1.67,0.0,0.15,0.15,0.76,0.0,0.0,0.0,0.0,31.2,0.3,1.06,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.42,1.82,1.52,0.91,0.0,1.52,1.67,90.9,0.15,2.12,1.67,0.45,1.82,4.24,4.55,0.0,52.4,7.27,30.3,19.7,2.42,0.3,52.4,0.3,0.0,0.0,0.3,100.0,21.7,100.3,58.2,1.06,0.45,0.0,0.3,0.0,30.6,0.15,0.15,0.0,0.0,1.67,0.3,0.0,0.15,1.82,0.0,0.0,0.0,2.27,1.52,1.82,45.5
Marko Pjaca,CRO,MFFW,27,Empoli,Serie A,1995,€1.70m,?,SuperSport HNL,HNK Rijeka,10,5,407,4.5,0,2.89,0.44,15.4,0.0,0.0,18.5,0.0,0.0,0.0,32.4,40.9,79.3,510.7,122.9,16.9,20.4,82.6,10.7,13.6,78.7,3.11,4.44,70.0,0.0,1.78,2.89,1.33,0.67,2.22,40.9,36.2,4.67,0.89,0.0,0.0,3.56,0.0,2.67,1.11,0.89,0.0,32.4,0.0,0.67,4.0,2.67,0.44,0.22,0.44,0.22,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.44,0.22,0.22,0.22,0.0,0.44,0.89,50.0,0.44,0.22,0.0,0.22,0.22,0.67,0.0,0.0,52.9,0.22,4.89,26.0,22.0,2.89,52.9,5.33,1.78,33.3,2.89,54.2,28.9,188.9,97.8,3.33,1.33,1.56,2.0,3.11,40.0,4.44,0.0,0.0,0.0,0.0,1.11,0.22,3.56,0.22,0.0,0.0,0.0,4.67,0.89,1.33,40.0
Óscar Plano,ESP,FWMF,32,Valladolid,La Liga,1991,€3.00m,free transfer,LaLiga2,Elche CF,20,13,1278,14.2,1,1.27,0.49,38.9,0.06,0.14,18.3,0.0,0.0,0.0,21.5,28.8,74.8,327.3,84.4,11.3,14.4,78.4,7.32,9.08,80.6,1.41,2.25,62.5,0.07,0.56,2.75,0.7,0.21,2.96,28.8,28.2,0.49,0.14,0.21,0.07,0.99,0.14,0.0,0.0,0.0,0.0,21.5,0.14,0.7,2.39,1.9,0.0,0.0,0.14,0.28,0.07,0.35,0.21,0.0,0.0,0.07,0.07,0.0,1.97,1.27,0.49,0.63,0.85,0.49,1.13,43.8,0.63,1.13,0.07,1.06,1.27,3.24,1.27,0.0,40.1,1.55,7.11,19.2,14.3,1.62,40.1,1.27,0.56,44.4,0.63,50.0,22.5,110.9,46.5,1.48,1.27,0.14,1.69,1.2,26.1,4.37,0.14,0.0,0.0,1.06,2.11,0.28,0.99,1.27,0.07,0.0,0.0,4.72,1.27,1.9,40.0
Gonzalo Plata,ECU,FWMF,22,Valladolid,La Liga,2000,€5.00m,€12.00m,Stars League,Al-Sadd SC,16,9,919,10.2,0,1.76,0.88,50.0,0.0,0.0,18.6,0.0,0.0,0.0,24.5,31.6,77.6,306.2,56.2,16.2,18.6,86.8,6.18,7.55,81.8,0.69,1.37,50.0,0.2,1.18,0.59,0.59,0.1,1.76,31.6,29.8,1.67,0.2,0.1,0.0,1.37,1.37,0.1,0.1,0.0,0.0,24.5,0.1,1.57,3.43,2.55,0.1,0.39,0.0,0.29,0.1,0.39,0.39,0.0,0.0,0.0,0.0,0.0,2.84,1.67,1.27,1.18,0.39,0.98,1.67,58.8,0.69,1.47,0.0,1.47,0.39,3.24,0.29,0.0,47.9,0.49,7.94,17.9,22.7,4.51,47.9,6.67,2.16,32.4,3.73,55.9,29.5,232.5,103.7,4.22,2.16,1.96,2.84,1.96,32.9,8.82,0.0,0.0,0.0,0.69,1.76,0.1,1.37,1.67,0.1,0.0,0.0,5.0,0.39,2.16,15.4
Marvin Plattenhardt,GER,DF,31,Hertha BSC,Bundesliga,1992,€1.00m,-,,Without Club,16,15,1221,13.6,0,0.29,0.07,25.0,0.0,0.0,31.2,0.22,0.0,0.0,35.5,52.2,68.0,609.6,303.8,17.5,19.2,91.2,13.6,19.5,69.8,3.6,10.9,33.1,0.15,1.54,1.91,0.37,0.22,4.56,52.2,35.8,16.3,3.6,0.0,0.44,6.69,10.0,2.65,1.03,1.32,0.0,35.5,0.15,0.66,2.79,1.03,1.54,0.07,0.0,0.15,0.0,0.37,0.22,0.07,0.07,0.0,0.0,0.0,1.91,1.32,1.18,0.51,0.22,1.4,2.21,63.3,0.81,0.88,0.37,0.51,0.66,2.57,2.57,0.0,61.1,2.87,17.0,29.6,15.1,0.44,61.1,0.96,0.15,15.4,0.51,53.8,26.9,110.3,59.6,1.1,1.25,0.29,0.66,0.44,28.8,1.99,0.15,0.0,0.0,0.96,1.62,0.07,6.69,1.32,0.0,0.0,0.0,4.34,0.59,0.51,53.3
Ezequiel Ponce,ARG,FW,25,Elche,La Liga,1997,€2.50m,€3.50m,Super League 1,AEK Athens,19,5,680,7.6,3,2.11,0.92,43.8,0.19,0.43,12.8,0.0,0.0,0.0,17.1,22.8,75.1,211.8,31.6,11.6,13.7,84.6,2.89,3.82,75.9,0.92,1.58,58.3,0.0,0.66,1.71,0.39,0.0,1.45,22.8,22.0,0.53,0.0,0.13,0.26,0.13,0.0,0.0,0.0,0.0,0.0,17.1,0.26,0.66,1.71,1.32,0.0,0.0,0.26,0.13,0.0,0.39,0.13,0.0,0.0,0.13,0.13,0.0,0.79,0.53,0.0,0.53,0.26,0.0,0.39,0.0,0.39,0.53,0.13,0.39,0.13,0.92,1.45,0.0,34.1,1.97,4.08,18.2,12.4,3.68,34.1,1.45,0.53,36.4,0.66,45.5,20.8,77.4,21.4,0.79,0.26,0.39,2.63,2.63,25.4,4.61,0.26,0.0,0.0,3.03,0.79,0.53,0.13,0.53,0.13,0.0,0.0,3.42,3.03,3.29,47.9
Jackson Porozo,ECU,DF,22,Troyes,Ligue 1,2000,€3.00m,loan transfer,Super League 1,Olympiacos Piraeus,15,14,1231,13.7,2,1.24,0.51,41.2,0.12,0.29,12.0,0.0,0.0,0.0,28.8,35.3,81.6,511.8,169.9,11.5,13.6,84.5,14.9,16.6,89.5,1.68,3.8,44.2,0.0,0.07,1.31,0.07,0.0,1.39,35.3,33.6,1.68,1.39,0.0,0.07,0.22,0.29,0.0,0.0,0.0,0.0,28.8,0.0,0.44,0.58,0.51,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.8,1.17,0.29,0.07,0.73,1.61,45.5,0.88,1.09,0.8,0.29,1.68,3.21,4.01,0.0,46.4,6.57,25.7,18.3,2.85,1.31,46.4,0.58,0.44,75.0,0.15,25.0,30.4,158.6,72.4,0.36,0.22,0.07,0.44,0.22,27.5,0.22,0.22,0.0,0.0,1.61,1.09,0.07,0.22,0.8,0.0,0.0,0.0,3.87,2.85,1.31,68.4
Portu,ESP,DFMF,30,Getafe,La Liga,1992,€3.50m,€3.50m,LaLiga,Getafe CF,17,6,706,7.8,0,1.15,0.38,33.3,0.0,0.0,19.3,0.0,0.0,0.0,28.3,38.2,74.2,450.5,153.6,13.1,14.7,88.7,12.1,15.9,75.8,1.79,3.72,48.3,0.26,1.41,2.05,1.67,1.03,2.31,38.2,31.8,6.15,0.38,0.0,0.13,4.23,5.64,0.13,0.13,0.0,0.0,28.3,0.26,1.92,3.08,2.05,0.13,0.26,0.26,0.38,0.0,0.26,0.13,0.0,0.13,0.0,0.0,0.0,1.67,1.03,0.64,0.77,0.26,1.28,2.05,62.5,0.77,1.28,0.0,1.28,0.38,2.05,1.03,0.13,48.8,0.9,9.74,21.9,17.4,1.92,48.8,2.44,0.64,26.3,1.03,42.1,25.6,145.8,80.5,2.05,1.28,0.26,2.05,0.51,30.1,7.05,0.51,0.13,0.13,1.41,1.92,0.64,4.23,1.03,0.0,0.0,0.0,4.36,0.51,1.79,22.2
Stefan Posch,AUT,DF,25,Bologna,Serie A,1997,€14.00m,€5.00m,Serie A,Bologna FC 1909,14,14,1228,13.6,4,0.88,0.51,58.3,0.33,0.57,13.5,0.0,0.0,0.0,42.4,58.4,72.5,739.5,343.8,19.9,23.2,85.8,17.8,21.8,81.5,3.6,9.56,37.7,0.07,0.96,3.75,1.1,0.22,5.22,58.4,48.2,10.1,0.74,0.22,0.29,1.99,9.34,0.0,0.0,0.0,0.0,42.4,0.15,1.84,1.76,1.47,0.15,0.07,0.0,0.07,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,3.01,1.84,1.62,1.03,0.37,1.54,2.28,67.7,0.74,1.69,0.51,1.18,1.69,4.71,2.94,0.0,71.0,4.63,28.2,31.6,12.1,1.25,71.0,0.81,0.15,18.2,0.59,72.7,32.5,166.3,87.4,1.4,1.47,0.15,1.47,0.44,40.1,2.21,0.07,0.0,0.0,1.32,0.74,0.07,1.99,1.84,0.0,0.0,0.0,4.85,0.96,0.88,52.0
Christian Pulisic,USA,FWDF,24,Chelsea,Premier League,1998,€25.00m,€20.00m,Serie A,AC Milan,16,6,609,6.8,1,2.21,0.59,26.7,0.07,0.25,16.8,0.0,0.0,0.0,27.2,33.7,80.8,362.8,60.6,18.1,20.7,87.2,6.76,8.38,80.7,1.18,1.91,61.5,0.15,1.62,1.76,0.15,0.0,2.35,33.7,33.1,0.29,0.0,0.0,0.0,1.03,0.29,0.0,0.0,0.0,0.0,27.2,0.29,0.88,2.94,2.65,0.0,0.0,0.29,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,1.62,0.88,0.44,0.88,0.29,0.44,0.74,60.0,0.29,0.59,0.0,0.59,0.29,1.91,0.59,0.0,48.2,0.44,6.32,19.4,23.7,4.71,48.2,5.0,1.47,29.4,2.21,44.1,32.9,246.2,123.8,4.12,2.94,1.62,3.38,0.88,36.9,8.24,0.15,0.0,0.0,1.32,2.06,0.0,1.03,0.88,0.0,0.0,0.0,3.38,0.59,2.35,20.0
Adil Rami,FRA,DF,37,Troyes,Ligue 1,1985,€250k,-,,Without Club,7,5,539,6.0,0,0.67,0.33,50.0,0.0,0.0,33.4,0.0,0.0,0.0,31.5,37.2,84.8,650.5,321.3,10.3,11.2,92.5,15.3,17.3,88.5,5.17,7.67,67.4,0.0,0.17,2.17,0.17,0.17,1.5,37.2,34.2,3.0,2.5,0.0,0.5,0.5,0.33,0.0,0.0,0.0,0.0,31.5,0.0,0.17,0.83,0.67,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.17,1.0,0.33,0.17,1.33,2.33,57.1,1.0,0.33,0.17,0.17,1.5,3.0,3.33,0.17,45.7,8.0,26.7,16.7,2.67,0.5,45.7,0.17,0.0,0.0,0.0,0.0,31.2,150.3,66.7,0.17,0.5,0.0,0.5,0.0,27.0,0.17,0.17,0.0,0.0,0.83,0.67,0.17,0.5,1.17,0.0,0.0,0.0,4.33,1.67,1.33,55.6
